発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1987-10-30,-,2,ACT,ハドソン,ビックリマンワールド(Vol.2),"￥4,500","￥4,500代",0,1,,,,,,,,
1987-10-30,-,1,PUZ,ハドソン,上海(Vol.4),"￥4,500","￥4,500代",0,1,,,,,,,,
1987-11-21,-,2,ACT,ハドソン,THE功夫(Vol.1),"￥4,500","￥4,500代",0,1,,,,,,,,
1987-11-30,-,2,ACT,ハドソン,カトちゃんケンちゃん(Vol.6),"￥4,900","￥5,000代",0,1,,,,,,,,
1987-12-28,-,2,RAC,ハドソン,ビクトリーラン(Vol.3),"￥4,500","￥4,500代",0,1,,,,,,,,
1988-01-22,-,2,RPG,ハドソン,邪聖剣ネクロマンサー(Vol.5),"￥4,500","￥4,500代",0,1,,,,,,,,
1988-02-05,-,2,ACT,ナムコ,妖怪道中記,"￥4,900","￥5,000代",0,1,,,デビル中村,水野一実|ナナチャン大石|木元昌洋|小森谷勇一郎|サラバジャ南|ホルスタイン安斎|カータン榊原,川田宏行,,,
1988-03-25,35,2,SHT,ハドソン,R-TYPEI(Vol.7),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-04-22,-,2,ETC,ハドソン,遊々人生(Vol.8),"￥4,500","￥4,500代",0,1,,,,,,,,
1988-05-20,35,2,SPT,ナムコ,プロ野球ワールドスタジアム,"￥4,900","￥5,000代",0,1,,,天内潤,,川元義徳,,,
1988-06-03,35,2,SHT,ハドソン,R-TYPEII(Vol.9),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-07-08,-,2,ETC,ハドソン,戦国麻雀(Vol.10),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-07-15,-,2,SHT,ナムコ,ギャラガ'88,"￥4,900","￥5,000代",0,1,,,,,川田宏行,,,
1988-07-24,31,2,SPT,ハドソン,パワーリーグ(Vol.11),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-08-11,33,2,SPT,ナムコ,プロテニスワールドコート,"￥4,900","￥5,000代",0,1,,,,,慶野由利子,,,
1988-08-30,-,2,ACT,ハドソン,魔神英雄伝ワタル(Vol.12),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-09-14,33,2,ETC,ナグザット,エイリアンクラッシュ,"￥5,500","￥5,500代",0,1,,,,,迫田敏明[要出典],,,
1988-09-23,-,2,SLG,メサイヤ,ガイアの紋章,"￥5,200","￥5,000代",0,1,,,,,,,,
1988-09-23,-,2,ACT,ビクター音楽産業,魔境伝説(Vol.1),"￥5,200","￥5,000代",0,1,,,,,,,,
1988-10-14,-,2,SHT,NECアベニュー,ファンタジーゾーン,"￥5,900","￥6,000代",0,1,,石井洋児,片木秀一,石井洋児|近藤正樹,川口博史,,,
1988-11-18,-,2,ADV,ハドソン,定吉七番(Vol.14),"￥4,900","￥5,000代",0,1,,,,,,,,
1988-12-04,-,2,SYS,NEC-HE/ハドソン,CD-ROM2SYSTEMVer1.0,"￥57,300","￥57,500代",0,1,,,,,,,,
1988-12-04,-,2,SYS,NEC-HE/ハドソン,CD-ROM2SYSTEMVer2.0,"￥57,300","￥57,500代",0,1,,,,,,,,
1988-12-09,-,4,SHT,NECアベニュー,スペースハリアー,"￥6,700","￥6,500代",0,1,,藤井睦弘(セガ・マークIII),三船敏(アーケード)|川竹英士(アーケード)|中裕司(セガ・マークIII),鈴木裕(アーケード)|麻生宏(アーケード)|津田知介(アーケード)|永田英朗(アーケード)|貞森康毅(セガ・マークIII),川口博史(アーケード)|鈴木裕(アーケード)|上保徳彦(セガ・マークIII),中裕司(セガ・マークIII)|藤井睦弘(セガ・マークIII)|百田浩司(セガ・マークIII),金成貫(アーケード)|中裕司(セガ・マークIII),
1988-12-16,32,2,SHT,ナムコ,ドラゴンスピリット,"￥5,500","￥5,500代",0,1,,"YOKO BOSS",田中京太,"OJISAN TRIO PLUS 1|石川達也|MACCHAN|ARAKAWA DA!",細江慎治,,,
1988-12-22,-,2,SPT,ハドソン,あっぱれゲートボール(Vol.13),"￥4,900","￥5,000代",0,1,,,,,,,,
1989-01-14,30,3,ACT,アイレム,ビジランテ(Vol.1),"￥6,300","￥6,500代",0,1,,,,,,,,
1989-01-27,-,2,ACT,NECアベニュー,ソンソンII,"￥5,400","￥5,500代",0,1,,,,,,,,
1989-02-09,31,3,SLG,ハドソン,ネクタリス(Vol.16),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-02-23,-,2,RAC,メサイヤ,モトローダー,"￥5,200","￥5,000代",0,1,,,M.IWASHITA,大張正己,ガブリンサウンド,,白倉安昌,
1989-03-01,30,2,SHT,フェイス,はにい･いんざ･すかい,"￥5,200","￥5,000代",0,1,,,こうもりだんしゃく|ながさわみきや,熊倉賢一|ばばあつし|おのでらこうじ,岩永敦子,,三金堂,
1989-03-03,-,2,SPT,データイースト,ウイニングショット,"￥5,500","￥5,500代",0,1,,,,,,,,
1989-03-04,-,3,A-PRG,ハドソン,ダンジョンエクスプローラ(Vol.15),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-03-17,-,2,RPG,サンソフト,アウトライブ,"￥5,600","￥5,500代",0,1,,,,,,,,
1989-03-18,-,2,ACT,メサイヤ,改造町人シュビビンマン,"￥5,200","￥5,000代",0,1,,白倉安昌,,うらべ・すう,ガブリンサウンド,,土田俊郎,
1989-03-20,-,2,SHT,エイコム,P-47,"￥5,200","￥5,000代",0,1,,,,,,,,
1989-03-23,-,3,RAC,パックインビデオ,F1PILOT,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-03-23,-,2,A-PRG,ビクター音楽産業,死霊戦線,"￥5,500","￥5,500代",0,1,,,,,,,,
1989-03-28,-,2,SPT,メサイヤ,がんばれ!ゴルフボーイズ,"￥5,300","￥5,500代",0,1,,,,,,,,
1989-03-31,-,2,SHT,パックインビデオ,ディープブルー海底神話,"￥5,300","￥5,500代",0,1,,,,,,,,
1989-03-31,33,2,SHT,タイトー,究極タイガー,"￥5,500","￥5,500代",0,1,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,
1989-04-01,-,2,RPG,データイースト,魔界八犬伝SHADA,"￥5,800","￥6,000代",0,1,,巌光生,T.OGAWA|T.SUZUKI|GUMON|K.KAMIMURA,M.RAI|T.ITO|巌光生,酒井省吾|岩崎正明|三浦孝史|濱田誠一|鈴木雄司|高濱祐輔,,,
1989-04-19,-,2,ACT,メサイヤ,エナジー,"￥5,200","￥5,000代",0,1,,,,,,,,
1989-04-21,-,2,ACT,ナムコ,ワンダーモモ,"￥6,800","￥7,000代",0,1,,,弓達公雄,,弓達公雄,,,
1989-04-27,-,4,RPG,ハドソン,凄ノ王伝説(Vol.17),"￥6,500","￥6,500代",0,1,,,,,,,,
1989-05-25,-,3,SPT,ハドソン,パワーゴルフ(Vol.18),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-05-30,-,3,SPT,ナグザット,ナグザットオープン,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-05-30,-,4,SPT,ナグザット,ナグザットスタジアム,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-06-01,30,2,ACT,ナムコ,パックランド,"￥5,200","￥5,000代",0,1,,,岸本好弘,佐藤誠市|根來司|小野浩,慶野由利子,,,
1989-06-19,-,3,ETC,ビデオシステム,わいわい麻雀,"￥5,800","￥6,000代",0,1,,,,,,,,
1989-06-22,-,3,SPT,ヒューマン,ファイヤープロレスリングコンビネーションタッグ,"￥6,300","￥6,500代",0,1,,,増田雅人|林徹,増田雅人|笹沢英昭|笹沢英昭|小林裕一|中島良一,橋本正樹,,,
1989-06-23,-,4,ACT,フェイス,サイバークロス,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-06-28,-,4,ACT,ビッグクラブ,神武伝承,"￥6,700","￥6,500代",0,1,,,,,,,,
1989-06-30,-,3,ACT,タイトー,ニンジャウォーリアーズ,"￥6,200","￥6,000代",0,1,,緒方正樹,永田喜久|岩崎雄二|わたべよしゆき|緒方正樹|佐々木大輔,辻野浩司|石川幸生,小倉久佳,辻野浩司,末角要次郎,
1989-07-07,30,3,SHT,ハドソン,ガンヘッド(Vol.19),"￥6,200","￥6,000代",0,1,,,,,,,,
1989-07-07,30,3,RAC,ナムコ,ファイナルラップツイン,"￥6,200","￥6,000代",0,1,,,,,細江慎治,,,
1989-07-14,-,2,SHT,NECアベニュー,サイドアーム,"￥5,400","￥5,500代",0,1,,,,,,,,
1989-07-28,-,2,ACT,エイコム,武田信玄,"￥5,600","￥5,500代",0,1,,,,,,,,
1989-08-04,-,2,ADV,マイクロキャビン,めぞん一刻,"￥5,900","￥6,000代",0,1,,,,,周防義和,岡田惠和,,
1989-08-08,31,3,SPT,ハドソン,パワーリーグII(Vol.20),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-08-10,30,2,ETC,ナグザット,ブレイクイン,"￥5,500","￥5,500代",0,1,,,,,,,,
1989-08-25,-,2,RAC,NECアベニュー,F1ドリーム,"￥5,400","￥5,500代",0,1,,,,,松前真奈美,,,
1989-08-25,-,4,SHT,ビッグクラブ,ロックオン,"￥6,700","￥6,500代",0,1,,,,,,,,
1989-09-01,-,4,ACT,データイースト,ならずもの戦闘部隊ブラッディウルフ,"￥6,500","￥6,500代",0,1,,,,,,,,
1989-09-08,-,4,SHT,ナムコ,オーダイン,"￥6,800","￥7,000代",0,1,,すなどりねこさん|ウォンウォン,スローロ田中,大石益也|小森谷勇一郎|安斎じゅんこ|インドリ中村,細江慎治,,中村雅哉,
1989-09-15,-,3,ETC,ハドソン,スーパー桃太郎電鉄(Vol.21),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-09-22,-,4,ACT,NECアベニュー,獣王記,"￥5,800","￥6,000代",0,1,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),"内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD)",中林亨(AC)|長井和彦(MD),,,
1989-09-29,-,2,ETC,NEC-HE,アーティストツール,"￥5,800","￥6,000代",0,1,,,,,,,,
1989-09-29,-,2,RPG,メサイヤ,ダブルダンジョン,"￥5,500","￥5,500代",0,1,,,,,,,,
1989-10-13,-,2,SPT,ナグザット,デジタルチャンプバトルボクシング,"￥5,800","￥6,000代",0,1,,,,,,,,
1989-10-20,-,3,ACT,トンキンハウス,竜の子ファイター,"￥5,600","￥5,500代",0,1,,,,,,,,
1989-10-31,-,2,ACT,ハドソン,ドラえもん迷宮大作戦(Vol.22),"￥4,900","￥5,000代",0,1,,,,,,,,
1989-11-03,-,2,SLG,インテック,都留照人の実戦株式倍バイゲーム,"￥9,800","￥10,000代",0,1,,,,,,,,
1989-11-17,-,3,A-PRG,ハドソン,ニュートピア(Vol.23),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-11-17,32,4,ETC,フェイス,麻雀学園東間宗四郎登場,"￥7,980","￥8,000代",0,1,,,,,,,,
1989-11-22,32,3,SLG,サリオ,大地くんクライシス,"￥6,400","￥6,500代",0,1,,TARO,MICHEL,"YOSIMI SEKI|ISOBEE|ALICE|チャイコフ YANO|NAKAJIMA",TSUKUSHI,,"TATSUYA SHIMAZU|YUZO NAKAKUKI",
1989-11-23,-,2,SPT,ビクター音楽産業,ジャックニクラウスチャンピオンシップゴルフ,"￥6,200","￥6,000代",0,1,,,,,,,,
1989-11-25,-,3,RAC,タイトー,バリバリ伝説,"￥6,600","￥6,500代",0,1,,,,,新田一郎,渡邊由自/渡辺麻実,,
1989-11-30,-,4,SHT,ハドソン,バトルエース,"￥6,500","￥6,500代",0,1,,,,,前野知常,,,
1989-12-01,-,4,SHT,アイレム,Mr.HELIの大冒険(Vol.2),"￥6,700","￥6,500代",0,1,,,,,,,,
1989-12-01,-,2,SPT,エイコム,USAプロバスケットボール,"￥5,600","￥5,500代",0,1,,,,,,,,
1989-12-08,-,2,SPT,クリーム,ブルファイトリングの覇者,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-12-08,-,3,ACT,アスミック,忍SHINOBI,"￥6,800","￥7,000代",0,1,,菅野豊,,,川上康広,,,
1989-12-15,-,3,ACT,ハドソン,PC原人(Vol.24),"￥5,800","￥6,000代",0,1,,,,,,,,
1989-12-15,-,2,SPT,インテック,これがプロ野球'89,"￥5,800","￥6,000代",0,1,,,,,,,,
1989-12-22,-,2,RAC,パックインビデオ,ナイトライダースペシャル,"￥5,800","￥6,000代",0,1,,,,,,,,
1989-12-22,-,3,SHT,タイトー,ヘビーユニット,"￥6,600","￥6,500代",0,1,,金子浩,いがらしすぐる|Y.YAMAUCHI|かとうたけお,まつおかけいすけ|たじまとくひさ|いちかわひでふみ|ふなつあやこ|おきもととしこ|A.YAZAKI,渡辺達也|あいずせいいち,,,
1989-12-22,-,3,RPG,サンソフト,弁慶外伝(Vol.2),"￥6,200","￥6,000代",0,1,,,,,,,,
1989-12-23,-,3,RAC,ヒューマン,F1トリプルバトル,"￥6,300","￥6,500代",0,1,,,,,,,,
1989-12-27,30,3,PUZ,タイトー,ヴォルフィード,"￥6,600","￥6,500代",0,1,,,こばやしよしのり|つかのとしあき|おきよういち,三辻富貴朗|三辻富貴朗|讃岐平|栗城源也,小倉久佳,,,
1990-01-19,-,4,SHT,UPL,アトミックロボキッド(Vol.1),"￥6,700","￥6,500代",0,1,,,,,,,,
1990-01-26,-,3,SLG,メサイヤ,ガイフレーム,"￥5,800","￥6,000代",0,1,,,,,,,,
1990-01-26,30,3,RAC,タイトー,タイトーチェイスH.Q.,"￥6,600","￥6,500代",0,1,,,,酒匂弘幸,浅野孝已,,,
1990-01-26,-,4,ADV,ナグザット,逐電屋藤兵衛,"￥6,700","￥6,500代",0,1,,,,ほほ梅麿,,藤木隻,,
1990-02-01,-,2,ETC,ニチブツ,麻雀刺客列伝麻雀ウォーズ,"￥5,400","￥5,500代",0,1,,,,,,,,
1990-02-07,-,2,SPT,ビデオシステム,スーパーバレーボール,"￥5,800","￥6,000代",0,1,,,,,,,,
1990-02-23,-,3,ACT,タイトー,ニュージーランドストーリー,"￥6,600","￥6,500代",0,1,,,,,小倉久佳|山田靖子|渡部恭久,,,
1990-02-23,-,1,PUZ,ハドソン,ブロディア(Vol.25),"￥4,500","￥4,500代",0,1,,,,,,,,
1990-02-23,-,3,ACT,ビクター音楽産業,虎への道,"￥6,700","￥6,500代",0,1,,リー・ウォン|藤原得郎,,,河本圭代|藤田晴美,,,
1990-02-23,-,3,SLG,メサイヤ,飛装騎兵カイザード,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-03-01,-,2,SHT,ナグザット,パラノイア,"￥5,800","￥6,000代",0,1,,,,,,,,
1990-03-02,-,3,ACT,サンソフト,シティハンター,"￥6,300","￥6,500代",0,1,,,,,,北条司,,
1990-03-02,-,2,SHT,タイトー,スペースインベーダーズ復活の日,"￥5,900","￥6,000代",0,1,,,,,岩垂徳行,,,
1990-03-02,-,4,ADV,メサイヤ,謎のマスカレード,"￥6,000","￥6,000代",0,1,,,,,,,,
1990-03-09,-,3,SHT,I.G.S.,サイバーコア,"￥6,700","￥6,500代",0,1,,ひさとみけんじ,望月成|BOKEGI!,加藤清文|久保田覚|ゆもとまさしげ,村井俊夫|寺本昌弘,神山修一,よこやまことし,
1990-03-10,32,4,ACT,ナムコ,源平討魔伝,"￥6,800","￥7,000代",0,1,,,大久保良一,阿部信彦|高橋由鬼夫|穴田悟,中潟憲雄,高橋由鬼夫|大久保良一|中潟憲雄,,
1990-03-16,-,1,PUZ,メディアリング,倉庫番ワールド,"￥5,400","￥5,500代",0,1,,,,,,,,
1990-03-23,-,2,SHT,パックインビデオ,アームドF,"￥6,700","￥6,500代",0,1,,たなかたかのり,とみやまおさむ|ふじわらさとし,こばやしともあき|筒井久弥|くぼたしんじ,吉田健志,,,
1990-03-27,-,4,ACT,タイトー,奇々怪界,"￥5,500","￥5,500代",0,1,,波多野幹夫,石田一朋|佐々木大輔,薮崎久也|西村年幸|三方一哉,小倉久佳(ZUNTATA),,,
1990-03-30,-,2,ACT,ハドソン,BEBALL(Vol.28),"￥5,200","￥5,000代",0,1,,,,,,,,
1990-03-30,-,2,ETC,ビクター音楽産業,キングオブカジノ,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-03-30,-,2,ACT,データイースト,ドロップロックほらホラ,"￥5,900","￥6,000代",0,1,,,,,,,,
1990-03-30,-,2,SPT,ナグザット,熱血高校ドッジボール部PC番外編,"￥5,900","￥6,000代",0,1,,,,,,,,
1990-04-03,-,4,ACT,ナムコ,スプラッターハウス,"￥6,800","￥7,000代",0,1,,横山茂,PSQGL,石田正則,田島勝朗|川元義徳,,水野一実,
1990-04-06,-,2,SHT,ナグザット,サイコチェイサー,"￥5,800","￥6,000代",0,1,,,,,,,,
1990-04-06,-,4,ACT,ハドソン,魔動王グランゾート,"￥6,500","￥6,500代",0,1,,,,スタジオ・ライブ|大河原邦男,田中公平,広井王子,,
1990-04-13,-,4,RAC,アスミック,パワードリフト,"￥6,900","￥7,000代",0,1,,,,鈴木裕,川口博史,,,
1990-04-20,30,4,RPG,アスク講談社,ネクロスの要塞,"￥6,800","￥7,000代",0,1,,,,,,,,
1990-04-27,-,4,SHT,ナムコ,バルンバ,"￥6,800","￥7,000代",0,1,,,まつだこうじ|三好弘二|吉嶺豊彦,梶井健|宮串英明|MACOT.E|M.TAMURA|D.KIYASU,伊藤真樹子|西川浩史,,,
1990-04-27,30,2,SPT,ヒューマン,フォーメーションサッカーヒューマンカップ90,"￥5,500","￥5,500代",0,1,,,,,,,,
1990-04-27,-,3,ACT,ハドソン,青いブリンク,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-05-25,-,4,SPT,ハドソン,マニアックプロレス(Vol.27),"￥6,500","￥6,500代",0,1,,,,,,,,
1990-05-31,-,3,ACT,タイトー,ドンドコドン,"￥5,800","￥6,000代",0,1,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,
1990-06-02,-,3,RPG,I.G.S.,シンドバッド地底の大魔宮,"￥6,700","￥6,500代",0,1,,すずきさとし|梅津真人,"S.KONEOH|PAPANDA|MICRO FACTORY",とみたかしょうぞう|いまいあきこ|とみたかいずみ|N.URUSIBARA|H.OTA|加藤清文,村井俊夫,神山修一,ひさとみけんじ,
1990-06-15,-,3,ACT,ビクター音楽産業,ヴェイグス,"￥6,700","￥6,500代",0,1,,もりくまなお,,もりくまなお|安住政敏|末弥純,メカノアソシエイツ,竹内誠|上坂哲,,
1990-06-22,-,4,SHT,NECアベニュー,ダウンロード,"￥6,800","￥7,000代",0,1,,,,,,,,
1990-06-29,-,2,SPT,インテック,これがプロ野球'90,"￥5,800","￥6,000代",0,1,,,,,,,,
1990-06-29,-,2,SHT,ナムコ,ゼビウスファードラウト伝説,"￥5,800","￥6,000代",0,1,,仁井谷正充,國廣豊史,"河野光|JANUS寺本|國廣豊史|NIPPON CHACHACHA",宮本昌知,,河野光,
1990-06-29,-,2,PUZ,タイトー,パズニック,"￥5,900","￥6,000代",0,1,,,,,,,,
1990-06-29,-,4,ETC,フェイス,麻雀学園MILD東間宗四郎登場,"￥7,980","￥8,000代",0,1,,,,,,,,
1990-07-06,-,2,SYS,NEC-HE/ハドソン,CD-ROM2SYSTEMVer2.1,"￥4,800","￥5,000代",0,1,,,,,,,,
1990-07-06,34,4,SHT,ハドソン,スーパースターソルジャー(Vol.30),"￥6,500","￥6,500代",0,1,,,,,,,上領亘,
1990-07-06,-,3,ACT,タイトー,ラスタンサーガII,"￥6,600","￥6,500代",0,1,,小林よしのり,小林よしのり|とみたかひであき|たかはしとおる|かざまひでお,西村年幸|西村年幸|讃岐平|河上聖治|栗城源也,八木下直人|高木正彦,,小林よしのり,
1990-07-06,32,4,ACT,アイレム,最後の忍道NINJASPIRIT(Vol.4),"￥7,000","￥7,000代",0,1,,,,,,,,
1990-07-13,-,4,ACT,ナムコ,超絶倫人ベラボーマン,"￥6,800","￥7,000代",0,1,,中潟憲雄,大久保良一,吉羽孝雄,中潟憲雄,,,
1990-07-20,34,3,ETC,ナグザット,デビルクラッシュ,"￥6,300","￥6,500代",0,1,,,,,迫田敏明|塚本雅信,,,
1990-07-20,30,3,RPG,ハドソン,桃太郎伝説ターボ(Vol.29),"￥5,800","￥6,000代",0,1,,,,,,,,
1990-07-27,30,4,SHT,アイレム,イメージファイト(Vol.3),"￥7,000","￥7,000代",0,1,,,,,,,,
1990-07-27,-,2,A-PUZ,パックインビデオ,ロードランナー失われた迷宮(ロストラビリンス),"￥5,800","￥6,000代",0,1,,,,,,,,
1990-07-27,-,2,SPT,I.G.S.,ワールドビーチバレー,"￥5,700","￥5,500代",0,1,,,,,,,,
1990-07-27,32,6,ACT,NECアベニュー,大魔界村,"￥10,800","￥11,000代",0,1,,,小池ひろし|篠原雅嗣|上山真一|菅原伸育,藤原得郎|吉本伸一|山本尚司,河本圭代,,,
1990-08-03,-,3,ACT,タイトー,地獄めぐり,"￥6,600","￥6,500代",0,1,,ささべやすまさ|藤原英裕,"CRAZY-YOSHIKAWA|CREAMY TETSU",海道賢仁|鎗田準次|ながいひろやす,ピンチパンチ,,,
1990-08-09,-,4,ACT,ナムコ,ワルキューレの伝説,"￥6,800","￥7,000代",0,1,,"WAN WAN(岡本進一郎)|もっとでたかった コアクマン(大川さゆり)","WAN WAN|ぐりずりぃ やまだ",冨士宏,川田宏行,,,
1990-08-10,30,2,PUZ,テンゲン,クラックス,"￥5,900","￥6,000代",0,1,,,デヴィッド・エーカース,マーク・スティーブン・ピアス,ブラッド・フラー,,,
1990-08-10,30,3,SPT,ハドソン,パワーリーグIII(Vol.31),"￥5,800","￥6,000代",0,1,,,,,,,,
1990-08-10,-,2,ETC,ホームデータ,将棋初段一直線,"￥6,700","￥6,500代",0,1,,,,,,,,
1990-08-10,30,3,ETC,サンソフト,麻雀悟空スペシャル,"￥6,300","￥6,500代",0,1,,,,,,,,
1990-08-31,-,4,SHT,NECアベニュー,オペレーションウルフ,"￥7,200","￥7,000代",0,1,,,,,,,,
1990-09-07,-,3,ACT,フェイス,はにい･おんざ･ろおど,"￥6,400","￥6,500代",0,1,,,,,,,,
1990-09-07,-,2,ACT,ビクター音楽産業,暗黒伝説,"￥6,200","￥6,000代",0,1,,,白谷守,明貴美加,すずきひろとし,,小森治信,
1990-09-14,31,4,RAC,ニチブツ,F1サーカス,"￥6,900","￥7,000代",0,1,,,,,,,,
1990-09-14,-,4,SLG,トンキンハウス,関ヶ原,"￥6,800","￥7,000代",0,1,,,,,,,,
1990-09-21,-,5,SHT,NECアベニュー,ダライアスプラス,"￥9,800","￥10,000代",0,1,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-09-21,-,4,ACT,ハドソン,桃太郎活劇(Vol.32),"￥6,500","￥6,500代",0,1,,,,,,,,
1990-09-28,-,4,SHT,NECアベニュー,アフターバーナーII,"￥7,200","￥7,000代",0,1,,鈴木裕|浜垣博志,三船敏,鈴木裕,川口博史,,中山隼雄,
1990-09-28,-,3,ACT,UPL,ゴモラスピード(Vol.2),"￥6,700","￥6,500代",0,1,,,,,,,,
1990-09-28,-,2,ACT,パックインビデオ,ダイハード,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-09-28,-,3,SHT,ナグザット,ダブルリング,"￥6,300","￥6,500代",0,1,,,,,,,,
1990-09-28,-,3,SHT,ナムコ,ファイナルブラスター,"￥6,800","￥7,000代",0,1,,,黒須一雄,佐藤誠市|横山茂|澤野和則|小野浩,大野木宜幸,,,
1990-10-12,-,4,ACT,サンソフト,BATMAN,"￥6,500","￥6,500代",0,1,,,,,,,,
1990-10-12,30,4,RPG,トンキンハウス,サイバーナイト,"￥6,800","￥7,000代",0,1,,みんみん宮田,"POCHI NAKAMORI",水野良|グループSNE|大河原邦男,迫田敏明|宮本昌知|塚本雅信|ATARASHI|DAVID|竹内啓史,山本弘|グループSNE,浦井郁郎,
1990-10-19,-,3,SHT,ビデオシステム,ラビオレプススペシャル,"￥6,800","￥7,000代",0,1,,,本田忠嗣,中村晋介,石田安俊|奥田健司,,,
1990-10-26,-,2,PUZ,フェイス,琉球,"￥5,400","￥5,500代",0,1,,,,,,,,
1990-11-02,30,4,SHT,ハドソン,エアロブラスターズ(Vol.33),"￥6,500","￥6,500代",0,1,,,,,,,,
1990-11-09,-,4,SPT,トンキンハウス,カットビ宅配くん,"￥6,780","￥7,000代",0,1,,,,,,,,
1990-11-23,-,3,SPT,メサイヤ,キックボール,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-12-07,-,4,SHT,NECアベニュー,サンダーブレード,"￥7,200","￥7,000代",0,1,,,,,並木晃一,,,
1990-12-07,-,3,SHT,ナグザット,バーニングエンジェル,"￥6,700","￥6,500代",0,1,,,,,,,,
1990-12-07,-,2,ACT,ハドソン,ボンバーマン(Vol.34),"￥5,300","￥5,500代",0,1,,,,,,,,
1990-12-11,-,2,ACT,ナムコ,メルヘンメイズ,"￥5,500","￥5,500代",0,1,,,山口雅司,中村伸武|竹矢吉孝|竹矢吉孝|MY|POP,川瀬知香,,,
1990-12-14,-,2,PUZ,パックインビデオ,ZIPANG,"￥6,200","￥6,000代",0,1,,,,,浦山秀彦|熊谷陽子,林海象|栗田教行,,
1990-12-14,-,2,PUZ,メディアリング,スピンペア,"￥5,900","￥6,000代",0,1,,,,,,,,
1990-12-14,-,3,SPT,タイトー,チャンピオンレスラー,"￥6,600","￥6,500代",0,1,,村田武司,"村田武司|TSUI KATO|CREAMY TETSU|堀本隆久",海道賢仁|前川浩之|海道賢仁|いしのみのり|藤田允|山田たかし|河本憲孝|はざまけんじ|川岸誠治|伏屋一勝|もりもとみなこ,大縫一行|きたむらひでひと,,,
1990-12-14,-,2,SHT,ビクター音楽産業,トイショップボーイズ,"￥6,200","￥6,000代",0,1,,,,,,,,
1990-12-14,-,3,SHT,I.G.S.,バイオレントソルジャー,"￥6,400","￥6,500代",0,1,,,,,,,,
1990-12-14,-,3,SPT,メサイヤ,ワラビー!!,"￥6,500","￥6,500代",0,1,,,,,,,,
1990-12-14,-,4,SHT,NECアベニュー,大旋風,"￥7,200","￥7,000代",0,1,,,,,太田理,,,
1990-12-19,-,3,ACT,フェイス,不思議の夢のアリス,"￥6,400","￥6,500代",0,1,,,ながさわみきや,"YASUSHI.O|ジャイアン JOE|ジャイアン JOE|まつくらちひろ",松平あこ,,三金堂,
1990-12-21,-,4,RAC,NECアベニュー,アウトラン,"￥7,200","￥7,000代",0,1,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1990-12-21,-,4,ACT,フェイス,クロスワイバー,"￥6,700","￥6,500代",0,1,,,,,,,,
1990-12-21,-,3,SHT,エイコム,天聖龍,"￥7,200","￥7,000代",0,1,,,,,岡村静良|TECCHAN,,,
1990-12-21,-,3,ACT,ナグザット,魔界プリンスどらぼっちゃん,"￥6,700","￥6,500代",0,1,,,,,,,,
