☔降水量の合計(mm),🌡️平均気温(℃),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,❄️降雪量合計(cm),⚪未使用,☔降水量の合計(mm):Base,💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
2016-08,25.7,3.3,➡️南東,宮城県,仙台市,0,0,226.5,78,7.1,25.4,1001.1,180.3,0,3,1
2016-09,22.1,2.5,⬆️北北西,宮城県,仙台市,0,0,314.0,82,9.1,21.8,1009.4,92.2,0,0,2
2016-10,15.7,3.0,⬆️北北西,宮城県,仙台市,0,0,26.5,63,6.2,11.5,1012.6,178.3,0,0,0
2016-11,8.6,3.2,⬆️北北西,宮城県,仙台市,0,0,36.0,62,6.3,7.1,1014.2,141.6,1,0,0
2016-12,5.7,3.1,⬆️北北西,宮城県,仙台市,4,0,31.5,64,6.5,6.0,1012.2,143.2,13,0,0
2017-01,2.5,3.2,⬆️北北西,宮城県,仙台市,8,0,18.0,64,7.1,4.7,1009.6,160.7,18,0,0
2017-02,3.2,3.7,⬆️西北西,宮城県,仙台市,9,0,15.0,58,6.7,4.4,1008.1,157.7,18,0,0
2017-03,5.4,3.4,⬆️北北西,宮城県,仙台市,0,0,77.5,60,6.8,5.3,1009.5,173.4,12,0,0
2017-04,11.5,3.4,⬆️西北西,宮城県,仙台市,0,0,101.0,58,6.1,7.9,1007.5,200.9,1,0,1
2017-05,17.0,2.7,➡️南東,宮城県,仙台市,0,0,137.0,69,6.6,13.1,1007.4,211.4,0,0,3
2017-06,18.6,3.0,➡️南東,宮城県,仙台市,0,0,80.5,73,7.2,15.7,1003.8,179.7,0,4,4
2017-07,25.1,2.2,➡️南東,宮城県,仙台市,0,0,182.0,79,7.7,25.0,1003.8,181.8,0,5,3
2017-08,23.0,2.6,➡️東南東,宮城県,仙台市,0,0,219.0,87,9.4,24.3,1003.8,57.1,0,2,6
2017-09,21.1,3.0,⬆️北北西,宮城県,仙台市,0,0,135.5,73,6.1,18.0,1006.9,184.7,0,0,0
2017-10,14.9,2.9,⬆️北北西,宮城県,仙台市,0,0,340.5,78,8.3,13.4,1014.1,96.8,0,0,2
2017-11,9.1,2.8,⬆️北北西,宮城県,仙台市,0,0,7.5,68,6.5,8.0,1012.2,149.9,4,0,0
2017-12,3.5,3.0,⬆️北北西,宮城県,仙台市,10,0,7.0,68,6.4,5.3,1010.4,155.4,18,0,0
2018-01,1.4,3.2,⬆️北北西,宮城県,仙台市,32,0,50.0,67,6.1,4.6,1008.5,158.4,20,0,0
2018-02,1.4,3.2,⬆️北北西,宮城県,仙台市,32,0,25.5,65,6.3,4.3,1011.4,195.2,17,0,1
2018-03,7.5,3.6,⬆️北北西,宮城県,仙台市,0,0,126.5,60,5.7,6.3,1012.4,210.5,4,1,1
2018-04,12.5,2.9,⬆️北北西,宮城県,仙台市,0,0,37.0,65,6.3,9.4,1009.2,183.8,0,0,0
2018-05,17.0,2.9,➡️南東,宮城県,仙台市,0,0,102.5,70,7.8,13.4,1006.4,183.6,0,1,0
2018-06,20.3,2.9,➡️南東,宮城県,仙台市,0,0,100.5,77,7.8,18.2,1004.6,173.2,0,2,3
2018-07,25.5,2.6,➡️南東,宮城県,仙台市,0,0,58.5,81,8.9,26.3,1005.8,163.1,0,1,7
2018-08,24.9,2.9,⬆️北北西,宮城県,仙台市,0,0,272.5,81,7.7,25.5,1004.3,161.8,0,4,0
2018-09,20.8,2.7,⬆️北北西,宮城県,仙台市,0,0,188.5,82,8.8,20.1,1009.2,101.6,0,0,2
2018-10,16.5,2.9,⬆️北北西,宮城県,仙台市,0,0,68.0,72,6.6,13.7,1011.2,157.5,0,1,0
2018-11,10.7,2.7,⬆️北北西,宮城県,仙台市,0,0,23.5,71,5.8,9.3,1015.2,159.5,0,0,1
2018-12,4.3,3.1,⬆️北北西,宮城県,仙台市,11,0,29.0,71,6.4,6.0,1013.2,150.2,15,0,0
2019-01,2.4,3.6,⬆️西北西,宮城県,仙台市,12,0,4.0,64,6.1,4.6,1010.4,171.5,21,0,0
2019-02,3.7,3.4,⬆️西北西,宮城県,仙台市,0,0,13.0,60,6.0,4.8,1012.7,161.8,12,0,0
2019-03,7.0,3.4,⬆️西北西,宮城県,仙台市,3,0,83.0,59,6.0,5.9,1007.8,205.4,10,2,0
2019-04,10.2,3.5,⬆️北北西,宮城県,仙台市,6,0,90.5,62,6.6,7.7,1008.0,211.2,6,0,0
2019-05,17.4,3.3,➡️南南東,宮城県,仙台市,0,0,81.0,64,5.2,12.5,1008.0,294.0,0,2,0
2019-06,19.0,3.0,➡️南東,宮城県,仙台市,0,0,168.5,82,8.3,17.9,1003.2,156.4,0,1,2
2019-07,22.4,2.4,➡️南東,宮城県,仙台市,0,0,111.5,85,9.2,23.1,1005.4,102.7,0,1,3
2019-08,26.2,2.6,➡️南東,宮城県,仙台市,0,0,88.5,82,8.0,27.6,1004.1,144.3,0,1,2
2019-09,22.4,2.6,⬆️北北西,宮城県,仙台市,0,0,72.5,76,7.6,20.7,1010.9,154.7,0,1,1
2019-10,16.9,3.4,⬆️北北西,宮城県,仙台市,0,0,644.5,77,7.3,15.0,1012.2,135.2,0,0,0
2019-11,10.0,3.1,⬆️北北西,宮城県,仙台市,0,0,5.5,65,6.0,8.1,1013.3,162.7,4,0,2
2019-12,5.4,3.1,⬆️北北西,宮城県,仙台市,0,0,27.0,69,6.0,6.2,1014.2,156.1,11,0,1
2020-01,4.0,3.1,⬆️北北西,宮城県,仙台市,3,0,126.5,69,6.4,5.6,1011.9,134.0,10,0,0
2020-02,4.4,3.0,⬆️北北西,宮城県,仙台市,6,0,19.5,67,6.8,5.7,1013.3,140.3,10,0,0
2020-03,7.5,3.5,⬆️北北西,宮城県,仙台市,0,0,45.5,64,6.1,6.6,1008.7,183.5,6,0,1
2020-04,10.1,3.8,⬆️西北西,宮城県,仙台市,0,0,153.5,64,6.0,7.8,1008.0,206.8,0,2,0
2020-05,16.8,2.9,➡️南東,宮城県,仙台市,0,0,105.5,71,7.2,13.3,1006.4,190.4,0,2,2
2020-06,21.2,2.7,➡️南東,宮城県,仙台市,0,0,43.5,77,7.6,19.2,1002.8,179.4,0,0,2
2020-07,21.3,2.2,➡️南南東,宮城県,仙台市,0,0,397.5,92,9.7,23.3,1004.5,49.5,0,2,8
2020-08,26.6,2.5,➡️南東,宮城県,仙台市,0,0,72.5,81,7.4,27.9,1006.3,207.4,0,2,0
2020-09,22.5,3.2,⬆️北,宮城県,仙台市,0,0,191.5,82,9.0,22.6,1008.6,91.9,0,1,1
2020-10,15.6,2.6,⬆️北北西,宮城県,仙台市,0,0,63.0,74,7.1,13.2,1012.8,125.8,0,0,0
2020-11,10.8,2.8,⬆️北北西,宮城県,仙台市,0,0,7.0,68,6.0,8.9,1014.8,166.4,0,0,0
2020-12,3.9,2.6,⬆️北北西,宮城県,仙台市,24,0,21.5,74,6.9,5.9,1011.3,121.8,13,0,0
2021-01,1.2,3.1,⬆️北北西,宮城県,仙台市,28,0,9.5,72,6.2,4.8,1012.1,143.7,15,0,0
2021-02,3.7,3.7,⬆️西北西,宮城県,仙台市,14,0,74.5,64,5.9,5.2,1008.7,175.6,13,0,0
2021-03,8.6,3.6,⬆️北北西,宮城県,仙台市,0,0,107.5,61,6.9,7.0,1012.5,193.8,1,0,0
2021-04,11.6,3.8,⬆️北北西,宮城県,仙台市,0,0,92.5,59,5.6,8.2,1012.7,228.2,1,0,0
2021-05,17.0,3.3,➡️南東,宮城県,仙台市,0,0,74.5,69,7.7,13.3,1004.3,194.7,0,0,0
2021-06,20.6,3.0,➡️南東,宮城県,仙台市,0,0,62.0,81,8.6,19.5,1005.7,164.2,0,0,1
2021-07,24.1,2.7,➡️南東,宮城県,仙台市,0,0,189.0,87,8.4,25.7,1006.2,137.1,0,3,2
2021-08,24.9,2.8,➡️南東,宮城県,仙台市,0,0,182.5,83,7.9,26.0,1005.5,138.1,0,0,2
2021-09,20.8,2.9,⬆️北北西,宮城県,仙台市,0,0,125.5,77,7.7,18.9,1010.8,139.5,0,2,0
2021-10,15.8,2.8,⬆️北北西,宮城県,仙台市,0,0,143.0,77,6.9,14.1,1013.9,137.6,0,0,0
2021-11,11.1,2.7,⬆️北北西,宮城県,仙台市,0,0,65.0,71,5.1,9.4,1010.8,185.1,0,0,0
2021-12,4.7,3.3,⬆️北北西,宮城県,仙台市,11,0,57.5,72,6.3,6.3,1010.3,135.2,15,0,0
2022-01,1.7,3.4,⬆️西北西,宮城県,仙台市,16,0,16.0,66,5.8,4.5,1009.5,179.8,19,0,0
2022-02,1.9,3.3,⬆️西北西,宮城県,仙台市,21,0,26.0,66,6.6,4.5,1010.9,152.2,22,0,0
2022-03,6.4,3.4,⬆️北北西,宮城県,仙台市,6,0,71.5,66,6.7,6.3,1010.0,198.7,7,0,0
2022-04,11.8,3.1,⬆️北北西,宮城県,仙台市,0,0,94.0,69,6.0,9.6,1011.9,221.8,1,0,2
2022-05,16.5,3.0,➡️南東,宮城県,仙台市,0,0,91.5,69,6.6,13.0,1007.8,219.3,0,0,1
2022-06,20.2,2.7,➡️南東,宮城県,仙台市,0,0,175.5,78,8.0,18.4,1005.5,162.3,0,4,2
2022-07,24.9,2.5,➡️南東,宮城県,仙台市,0,0,356.0,85,8.5,26.4,1003.3,141.9,0,3,5
2022-08,25.1,2.4,➡️南東,宮城県,仙台市,0,0,144.0,81,8.9,25.7,1003.7,113.1,0,2,0
2022-09,22.2,2.8,➡️南南東,宮城県,仙台市,0,0,114.5,82,8.7,22.1,1009.8,124.1,0,0,1
2022-10,15.5,2.9,⬆️北北西,宮城県,仙台市,0,0,40.5,72,6.9,12.9,1014.7,151.1,0,0,1
2022-11,11.9,3.0,⬆️北北西,宮城県,仙台市,0,0,68.5,68,6.0,9.5,1013.5,163.8,0,0,0
2022-12,4.2,3.0,⬆️北北西,宮城県,仙台市,1,0,26.5,73,7.2,6.0,1009.2,123.8,15,0,0
2023-01,2.1,2.9,⬆️北北西,宮城県,仙台市,15,0,10.0,68,6.7,4.9,1010.6,129.4,17,0,0
2023-02,3.0,3.3,⬆️北北西,宮城県,仙台市,29,0,31.5,65,6.0,4.9,1014.6,160.0,16,0,0
2023-03,9.3,3.1,⬆️北北西,宮城県,仙台市,0,0,61.0,64,5.8,7.6,1014.5,198.5,2,0,1
2023-04,13.3,3.5,⬆️北西,宮城県,仙台市,0,0,47.5,59,6.0,9.0,1008.8,218.4,1,0,0
2023-05,16.6,3.0,➡️南南東,宮城県,仙台市,0,0,124.5,68,6.7,12.9,1009.0,211.1,0,0,0
2023-06,21.6,2.9,➡️南東,宮城県,仙台市,0,0,173.0,78,8.2,20.1,1003.9,162.2,0,2,1
2023-07,26.6,2.5,➡️南南東,宮城県,仙台市,0,0,155.0,77,7.1,26.4,1004.8,206.2,0,0,0
2023-08,28.6,3.5,➡️南南東,宮城県,仙台市,0,0,30.0,80,6.6,31.0,1004.9,241.8,0,2,0
2023-09,25.1,2.6,⬆️北北西,宮城県,仙台市,0,0,272.0,81,8.4,25.9,1008.0,133.3,0,4,0
2023-10,16.7,2.9,⬆️北北西,宮城県,仙台市,0,0,46.5,69,5.3,12.9,1009.2,203.0,0,2,0
2023-11,11.4,3.1,⬆️西北西,宮城県,仙台市,0,0,45.0,70,5.6,9.8,1011.1,171.0,2,1,0
2023-12,5.7,3.0,⬆️北北西,宮城県,仙台市,2,0,50.0,69,6.4,6.4,1013.0,146.8,5,0,1
2024-01,4.2,3.5,⬆️北北西,宮城県,仙台市,16,0,82.5,66,5.9,5.5,1011.0,174.1,11,0,0
2024-02,4.7,3.7,⬆️北北西,宮城県,仙台市,20,0,39.0,63,7.0,5.5,1015.4,143.2,11,0,0
2024-03,6.0,4.1,⬆️北北西,宮城県,仙台市,9,0,104.5,62,6.8,5.8,1008.3,183.2,1,0,0
2024-04,14.8,3.3,⬆️北北西,宮城県,仙台市,0,0,100.5,66,0,11.4,1009.7,210.5,0,0,0
2024-05,17.8,3.3,➡️南東,宮城県,仙台市,0,0,82.0,67,0,13.7,1008.0,235.6,0,0,0
2024-06,21.5,2.9,➡️南東,宮城県,仙台市,0,0,93.0,76,0,19.5,1004.5,198.7,0,1,0
2024-07,26.1,2.3,➡️南東,宮城県,仙台市,0,0,130.0,79,0,26.3,1002.8,116.3,0,6,0
2024-08,27.4,3.1,➡️南東,宮城県,仙台市,0,0,127.0,83,0,30.2,1003.2,146.9,0,11,0
2024-09,23.5,2.5,⬆️北北西,宮城県,仙台市,0,0,140.0,82,0,24.2,1009.1,92.5,0,3,0
2024-10,18.0,2.9,⬆️北北西,宮城県,仙台市,0,0,82.0,75,0,15.8,1014.4,139.1,0,0,0
2024-11,10.9,3.0,⬆️北北西,宮城県,仙台市,0,0,43.5,70,0,9.3,1013.1,175.4,2,0,0
2024-12,4.3,3.0,⬆️西北西,宮城県,仙台市,0,0,3.5,69,0,5.7,1007.7,161.4,16,0,0
2025-01,3.2,3.1,⬆️北北西,宮城県,仙台市,12,0,27.0,69,0,5.3,1010.2,166.8,18,0,0
2025-02,2.7,3.6,⬆️西北西,宮城県,仙台市,13,0,7.0,62,0,4.5,1007.6,183.7,20,0,0
2025-03,7.6,3.8,⬆️北北西,宮城県,仙台市,5,0,66.0,59,0,6.2,1010.1,184.8,9,1,0
2025-04,12.0,3.2,⬆️北北西,宮城県,仙台市,0,0,89.5,70,0,9.7,1006.4,154.0,1,3,1
2025-05,14.9,3.8,➡️南東,宮城県,仙台市,0,0,100.0,70,0,11.5,1005.7,74.5,0,1,0
1986-05,11.4,2.8,⬆️北北西,北海道,札幌市,0,0,48.0,67,7.2,8.8,1005.7,161.1,0,0,0
1986-06,16.1,2.3,⬆️北北西,北海道,札幌市,0,0,23.5,69,6.5,12.2,1007.8,227.6,0,0,0
1986-07,18.2,2.3,➡️東南東,北海道,札幌市,0,0,66.5,77,8.2,16.1,1008.1,135.7,0,1,0
1986-08,22.3,2.3,⬆️北北西,北海道,札幌市,0,0,71.0,75,6.7,20.3,1007.3,183.4,0,2,1
1986-09,18.1,2.0,➡️南南東,北海道,札幌市,0,0,202.0,71,5.8,14.8,1009.4,188.2,0,2,0
1986-10,8.9,1.8,➡️南南東,北海道,札幌市,14,0,208.5,69,6.7,8.1,1014.2,145.8,4,4,0
1986-11,3.5,2.4,➡️南南東,北海道,札幌市,38,0,82.5,64,7.8,5.3,1013.6,93.9,18,2,0
1986-12,-1.5,2.2,⬆️北西,北海道,札幌市,99,0,104.0,68,7.7,3.8,1012.7,95.8,28,0,0
1987-01,-4.9,2.1,⬆️北西,北海道,札幌市,173,0,119.0,72,8.1,3.2,1010.1,77.6,31,0,0
1987-02,-3.8,2.3,⬆️北西,北海道,札幌市,130,0,82.0,68,7.9,3.3,1009.7,103.2,24,0,0
1987-03,-0.1,2.3,⬆️北西,北海道,札幌市,56,0,82.5,68,7.9,4.3,1009.0,126.0,24,0,0
1987-04,6.0,2.6,➡️南東,北海道,札幌市,14,0,38.5,61,7.1,5.7,1010.6,176.7,10,0,1
1987-05,12.0,2.7,⬆️北北西,北海道,札幌市,0,0,64.5,63,6.1,8.6,1009.1,204.3,2,2,0
1987-06,17.3,2.3,⬆️北北西,北海道,札幌市,0,0,17.0,70,6.6,13.6,1007.3,235.5,0,1,0
1987-07,20.6,2.3,➡️南東,北海道,札幌市,0,0,98.5,78,7.8,18.7,1003.8,149.5,0,1,2
1987-08,20.6,2.3,➡️南東,北海道,札幌市,0,0,134.5,79,8.9,19.2,1007.7,84.4,0,0,1
1987-09,17.8,2.6,➡️南南東,北海道,札幌市,0,0,55.0,71,7.3,15.0,1013.1,148.9,0,0,0
1987-10,11.9,2.2,➡️南東,北海道,札幌市,0,0,118.5,62,5.9,9.1,1013.6,180.1,2,2,0
1987-11,3.6,2.5,⬆️北西,北海道,札幌市,6,0,77.0,62,7.1,5.3,1014.6,103.3,12,2,0
1987-12,-2.3,2.0,⬆️北西,北海道,札幌市,135,0,110.5,69,7.3,3.7,1013.8,110.1,25,0,0
1988-01,-3.8,1.9,⬆️北西,北海道,札幌市,108,0,76.0,70,8.2,3.3,1009.4,84.3,28,0,0
1988-02,-5.2,2.2,⬆️北西,北海道,札幌市,185,0,104.5,69,7.8,2.9,1011.7,128.4,29,0,0
1988-03,-0.1,2.4,⬆️北西,北海道,札幌市,41,0,66.5,63,6.2,3.9,1012.4,175.0,27,1,0
1988-04,7.1,2.7,➡️南東,北海道,札幌市,1,0,61.5,65,6.7,6.5,1011.7,186.9,4,0,1
1988-05,11.4,2.8,⬆️北北西,北海道,札幌市,0,0,91.5,66,7.3,9.1,1008.0,184.9,0,0,0
1988-06,16.6,2.3,➡️南東,北海道,札幌市,0,0,79.5,77,8.3,14.5,1006.3,159.7,0,0,0
1988-07,18.3,2.2,➡️南東,北海道,札幌市,0,0,24.0,74,7.2,15.5,1009.2,225.8,0,0,0
1988-08,22.9,2.6,➡️南東,北海道,札幌市,0,0,165.0,78,7.0,22.0,1008.1,185.2,0,3,0
1988-09,17.6,1.8,➡️南東,北海道,札幌市,0,0,70.0,74,7.0,15.0,1012.3,153.1,0,1,0
1988-10,10.9,2.3,⬆️北西,北海道,札幌市,0,0,101.5,65,6.8,8.8,1009.1,138.2,0,2,0
1988-11,2.9,2.0,➡️南南東,北海道,札幌市,14,0,137.0,66,7.3,5.1,1008.8,114.6,18,1,0
1988-12,-0.4,2.2,⬆️西北西,北海道,札幌市,179,0,144.0,70,8.3,4.3,1009.9,77.8,27,1,0
1989-01,-1.9,2.2,⬆️北西,北海道,札幌市,54,0,60.0,69,7.6,3.8,1016.2,107.5,25,1,0
1989-02,-1.4,2.1,⬆️北西,北海道,札幌市,44,0,27.5,63,7.5,3.5,1014.3,122.0,21,0,0
1989-03,2.4,2.7,⬆️北西,北海道,札幌市,20,0,64.0,69,8.3,5.0,1011.4,113.4,22,0,0
1989-04,7.3,2.7,⬆️北北西,北海道,札幌市,0,0,68.5,65,7.9,6.7,1008.6,163.2,5,0,0
1989-05,11.4,2.6,➡️南東,北海道,札幌市,0,0,50.0,65,7.3,8.6,1007.8,215.4,0,1,1
1989-06,15.2,2.5,➡️南南東,北海道,札幌市,0,0,91.0,72,6.6,12.4,1009.3,220.7,0,0,0
1989-07,21.0,2.9,➡️南南東,北海道,札幌市,0,0,35.0,74,7.1,18.5,1010.8,205.9,0,0,0
1989-08,23.0,2.4,⬆️北北西,北海道,札幌市,0,0,146.5,71,6.7,19.9,1006.4,220.5,0,1,1
1989-09,18.4,2.1,➡️南東,北海道,札幌市,0,0,165.0,72,7.8,15.7,1009.3,120.8,0,0,0
1989-10,11.8,2.2,➡️南南東,北海道,札幌市,0,0,67.0,68,6.9,9.7,1013.2,144.8,1,1,0
1989-11,6.6,2.0,⬆️北西,北海道,札幌市,4,0,103.5,67,7.3,6.7,1015.1,91.2,8,1,0
1989-12,-0.6,1.8,⬆️北西,北海道,札幌市,123,0,120.0,71,8.4,4.2,1011.5,88.1,28,0,0
1990-01,-4.9,1.8,⬆️北西,北海道,札幌市,196,0,138.0,69,7.0,3.1,1013.7,107.7,31,0,0
1990-02,-0.7,2.0,➡️南東,北海道,札幌市,74,0,75.0,75,8.0,4.5,1021.0,95.7,23,0,0
1990-03,2.9,2.4,⬆️北北西,北海道,札幌市,14,0,77.5,61,6.0,4.6,1012.2,208.1,16,1,0
1990-04,7.9,2.9,⬆️北北西,北海道,札幌市,2,0,86.5,59,6.5,6.3,1009.1,198.7,5,1,0
1990-05,13.4,2.4,⬆️北北西,北海道,札幌市,0,0,25.0,66,6.8,9.9,1009.0,221.0,0,0,0
1990-06,17.7,2.4,⬆️北北西,北海道,札幌市,0,0,37.5,75,7.7,15.1,1006.6,160.5,0,2,1
1990-07,20.8,2.5,➡️東南東,北海道,札幌市,0,0,48.5,75,6.9,18.4,1006.8,206.9,0,0,0
1990-08,23.1,2.2,➡️南東,北海道,札幌市,0,0,137.5,77,7.5,21.6,1005.9,167.9,0,4,0
1990-09,18.7,1.8,➡️南南東,北海道,札幌市,0,0,123.5,73,7.4,16.2,1012.9,162.8,0,0,2
1990-10,13.0,1.8,➡️南東,北海道,札幌市,0,0,87.0,69,5.1,10.5,1015.0,182.1,0,0,0
1990-11,7.5,2.1,➡️南南東,北海道,札幌市,15,0,73.0,66,7.1,7.1,1014.5,90.8,6,0,0
1990-12,1.9,1.8,➡️南南東,北海道,札幌市,146,0,158.0,71,8.1,5.1,1010.3,67.1,22,0,0
1991-01,-1.2,1.7,⬆️北西,北海道,札幌市,250,0,182.0,75,8.6,4.3,1009.5,83.0,29,1,0
1991-02,-2.8,2.0,⬆️北北西,北海道,札幌市,152,0,106.0,70,8.2,3.6,1009.7,97.0,25,0,1
1991-03,0.3,2.3,⬆️北西,北海道,札幌市,74,0,60.5,65,7.5,4.1,1014.0,120.6,26,1,0
1991-04,8.0,2.7,➡️南東,北海道,札幌市,0,0,77.5,61,6.2,6.5,1011.9,178.9,2,0,1
1991-05,13.8,2.5,⬆️北北西,北海道,札幌市,0,0,23.0,59,6.0,9.2,1008.4,253.7,1,0,0
1991-06,18.8,2.3,➡️南東,北海道,札幌市,0,0,28.0,72,6.8,15.6,1004.8,205.4,0,1,0
1991-07,20.2,2.5,➡️南東,北海道,札幌市,0,0,76.5,76,8.3,18.0,1004.6,139.8,0,1,0
1991-08,21.5,2.1,➡️南東,北海道,札幌市,0,0,108.0,75,6.5,19.2,1007.3,211.8,0,0,0
1991-09,18.4,1.9,➡️南東,北海道,札幌市,0,0,56.0,71,6.3,15.1,1010.7,164.5,0,0,0
1991-10,12.7,1.8,➡️南南東,北海道,札幌市,0,0,84.0,69,7.1,10.4,1011.2,122.1,0,1,1
1991-11,4.7,1.8,➡️南東,北海道,札幌市,4,0,54.0,69,7.3,6.1,1014.9,91.3,16,1,0
1991-12,-0.9,1.8,⬆️西北西,北海道,札幌市,135,0,117.0,69,8.0,4.2,1015.3,73.0,25,0,0
1992-01,-2.4,2.2,➡️南東,北海道,札幌市,109,0,68.5,72,8.0,3.8,1012.8,62.8,30,0,1
1992-02,-2.5,2.5,⬆️西北西,北海道,札幌市,74,0,53.5,69,7.5,3.6,1008.3,117.0,24,1,0
1992-03,1.0,2.6,⬆️北西,北海道,札幌市,60,0,52.5,66,6.5,4.4,1016.8,151.6,21,1,0
1992-04,6.9,3.5,➡️南東,北海道,札幌市,0,0,29.5,65,7.5,6.4,1007.3,149.5,7,0,0
1992-05,11.7,3.4,⬆️北西,北海道,札幌市,0,0,54.0,66,7.0,9.0,1007.5,195.9,1,0,0
1992-06,16.4,2.9,➡️東南東,北海道,札幌市,0,0,25.5,74,7.2,13.7,1008.4,165.4,0,0,0
1992-07,20.7,2.8,➡️南東,北海道,札幌市,0,0,45.0,75,7.5,18.3,1004.1,156.5,0,2,0
1992-08,21.1,2.7,➡️南東,北海道,札幌市,0,0,170.0,77,7.8,19.4,1010.3,137.6,0,0,0
1992-09,16.2,2.8,➡️南東,北海道,札幌市,0,0,274.0,76,7.1,14.2,1009.7,129.6,0,3,0
1992-10,11.6,2.2,➡️南東,北海道,札幌市,0,0,111.0,73,6.0,9.9,1014.5,158.9,0,0,1
1992-11,4.8,2.7,➡️南東,北海道,札幌市,43,0,114.0,67,6.9,5.9,1015.3,98.0,14,1,0
1992-12,0.1,2.5,⬆️北西,北海道,札幌市,90,0,92.5,69,7.9,4.5,1012.0,78.3,26,2,0
1993-01,-1.7,2.5,⬆️西北西,北海道,札幌市,117,0,98.0,71,8.3,3.9,1013.1,77.3,28,0,0
1993-02,-2.1,2.3,⬆️北西,北海道,札幌市,174,0,105.5,72,8.4,3.8,1008.1,66.9,28,0,0
1993-03,1.3,2.8,⬆️北西,北海道,札幌市,41,0,45.0,61,6.7,4.1,1011.3,148.2,24,0,0
1993-04,6.2,3.3,⬆️北西,北海道,札幌市,5,0,89.0,62,7.0,5.7,1007.1,164.0,13,0,0
1993-05,11.9,3.0,⬆️北西,北海道,札幌市,0,0,43.5,68,8.1,9.4,1008.8,171.7,0,0,0
1993-06,15.4,3.1,⬆️北西,北海道,札幌市,0,0,73.5,77,8.5,13.3,1005.8,125.9,0,1,0
1993-07,19.1,3.0,➡️東南東,北海道,札幌市,0,0,36.0,70,7.8,15.3,1008.8,203.9,0,0,0
1993-08,20.0,2.7,➡️東南東,北海道,札幌市,0,0,60.0,76,7.2,17.7,1007.4,175.1,0,1,0
1993-09,17.5,2.7,➡️南東,北海道,札幌市,0,0,53.5,72,6.5,14.4,1011.1,141.1,0,1,0
1993-10,11.5,2.6,➡️南東,北海道,札幌市,0,0,256.0,67,6.8,9.2,1012.4,142.1,0,4,0
1993-11,5.8,2.7,➡️南東,北海道,札幌市,9,0,83.5,67,7.6,6.4,1016.3,96.4,14,0,0
1993-12,-0.1,2.6,⬅️西,北海道,札幌市,62,0,122.0,68,8.5,4.3,1011.8,63.6,27,0,0
1994-01,-4.7,2.1,⬅️西,北海道,札幌市,128,0,77.5,68,7.6,3.0,1011.8,129.0,29,0,0
1994-02,-1.3,3.2,⬆️北西,北海道,札幌市,226,0,222.5,71,8.4,4.0,1003.4,65.9,26,1,0
1994-03,-0.5,2.8,⬆️北西,北海道,札幌市,146,0,156.5,68,8.2,4.1,1012.0,112.2,28,0,0
1994-04,7.0,3.6,⬆️北西,北海道,札幌市,0,0,41.5,57,6.4,5.6,1008.7,200.4,4,0,0
1994-05,13.5,3.5,➡️南東,北海道,札幌市,0,0,54.0,58,6.1,9.0,1005.6,230.3,0,0,1
1994-06,16.9,2.9,⬆️北北西,北海道,札幌市,0,0,5.5,70,6.5,13.4,1007.5,218.8,0,0,0
1994-07,22.2,2.9,➡️南東,北海道,札幌市,0,0,41.0,74,7.0,19.7,1005.0,217.3,0,0,0
1994-08,24.8,2.5,➡️南東,北海道,札幌市,0,0,104.5,74,7.2,23.2,1009.5,180.4,0,3,0
1994-09,19.8,2.3,➡️南東,北海道,札幌市,0,0,313.5,75,7.6,17.3,1008.6,140.4,0,2,0
1994-10,12.4,2.4,➡️南南東,北海道,札幌市,0,0,127.5,67,5.9,9.7,1014.7,177.1,0,1,0
1994-11,5.4,2.7,➡️南東,北海道,札幌市,38,0,90.5,67,7.1,6.2,1018.4,108.4,11,0,0
1994-12,-1.4,2.4,⬆️西北西,北海道,札幌市,107,0,96.0,68,8.0,3.9,1013.1,87.7,24,0,0
1995-01,-3.3,2.8,⬆️北西,北海道,札幌市,154,0,124.0,71,8.2,3.5,1008.8,90.1,30,1,0
1995-02,-2.3,2.4,⬆️北西,北海道,札幌市,66,0,59.5,70,6.8,3.7,1012.8,130.0,25,0,0
1995-03,0.9,2.7,➡️南南東,北海道,札幌市,29,0,50.0,66,6.7,4.4,1013.7,183.2,21,0,0
1995-04,7.3,3.4,➡️南東,北海道,札幌市,0,0,107.0,64,7.7,6.6,1008.4,159.3,12,0,0
1995-05,13.3,3.2,➡️南東,北海道,札幌市,0,0,50.5,68,7.3,10.3,1009.0,157.6,0,1,1
1995-06,15.6,2.8,➡️東南東,北海道,札幌市,0,0,35.0,75,7.9,13.3,1008.1,146.2,0,0,0
1995-07,21.5,2.3,➡️南東,北海道,札幌市,0,0,86.5,76,7.7,19.3,1004.9,136.0,0,0,2
1995-08,21.3,2.3,➡️南東,北海道,札幌市,0,0,172.5,78,8.5,19.8,1007.4,109.7,0,1,0
1995-09,17.4,2.3,➡️南南東,北海道,札幌市,0,0,112.0,69,6.4,13.6,1008.0,171.8,0,1,0
1995-10,13.1,2.2,➡️南東,北海道,札幌市,0,0,130.0,73,7.1,11.0,1013.1,128.8,0,2,0
