発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,売り上げ本数TOP50,ハード,対応,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2009-12-17,-,-,-,任天堂,NHK紅白クイズ合戦,-,10604,0,,-,,,,,,,,
2009-12-17,-,-,-,バンダイナムコ,機動戦士ガンダムMS戦線0079GUNDAM30thANNIVERSARYCOLLECTION,-,10758,0,,-,,,,,,,,
2009-12-17,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードナイトロ,-,10930,0,,-,,,,,,,,
2009-12-17,-,-,-,コードマスターズ,F12009,-,11111,0,,-,,,,,,,,
2010-01-14,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズ,-,10858,0,,-,,,,,,,,
2010-01-14,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズコレクターズ・パッケージ,-,10860,0,,-,,,,,,,,
2010-01-28,-,-,-,コナミ,ダンスダンスレボリューションミュージックフィット,-,10817,0,,-,,,,,,,,
2010-01-28,-,-,-,コナミ,ダンスダンスレボリューションミュージックフィット(専用マットコントローラ同梱版),-,10818,0,,-,,,,,,,,
2010-01-28,-,-,-,カプコン,タツノコVSカプコンアルティメットオール・スターズ,-,10849,0,,-,,,,,,,,
2010-02-10,31,-,ACT,スパイク,マッドワールド,-,11052,0,,-,,,,,,,,
2010-02-11,-,-,-,任天堂,斬撃のレギンレイヴ,-,10605,0,,-,,,,,,,,
2010-02-25,32,-,ACT,セガ,スーパーモンキーボールアスレチック,-,10667,0,,-,,,,,,,,
2010-02-25,-,-,-,バンダイナムコ,ワンピースアンリミテッドクルーズエピソード1波に揺れる秘宝(みんなのおすすめセレクション),-,10699,0,,-,,,,,,,,
2010-02-25,-,-,-,バンダイナムコ,テイルズ・オブ・シンフォニアラタトスクの騎士(みんなのおすすめセレクション),-,10729,0,,-,,,,,,,,
2010-02-25,-,-,-,バンダイナムコ,ドラゴンボールZスパーキング！メテオ(みんなのおすすめセレクション),-,10732,0,,-,,,,,,,,
2010-02-25,-,-,-,バンダイナムコ,ファミリースキーワールドスキー&スノーボード(みんなのおすすめセレクション),-,10740,0,,-,,,,,,,,
2010-02-25,-,-,-,バンダイナムコ,大怪獣バトルウルトラコロシアムDXウルトラ戦士大集結,-,10761,0,,-,,,,,,,,
2010-02-25,-,-,SPT,ハドソン,デカスポルタWiiでスポーツ10種目！(ハドソン・ザ・ベスト),-,10776,0,,-,,,,,,,,
2010-02-25,-,-,-,コナミ,GTIClubワールドシティレース,-,10822,0,,-,,,,,,,,
2010-02-25,-,-,-,マーベラス,アークライズファンタジア(みんなのおすすめセレクション),-,10996,0,,-,,,,,,,,
2010-02-25,-,-,-,マーベラス,朧村正(みんなのおすすめセレクション),-,11013,0,,-,,,,,,,,
2010-02-25,-,-,-,マイルストーン,ラジルギノアWii,-,11050,0,,-,,,,,,,,
2010-03-11,-,-,-,バンダイナムコ,太鼓の達人Wii,-,10766,0,,-,,,,,,,,
2010-03-18,-,-,-,スクウェア・エニックス,おやこであそぼミッフィーのおもちゃばこ,-,10682,0,,-,,,,,,,,
2010-03-25,-,-,-,コナミ,サイレントヒルシャッタードメモリーズ,-,10823,0,,-,,,,,,,,
2010-04-01,-,-,-,エレクトロニック・アーツ,パーソナルトレーナーWii6週間集中ひきしめプログラム(EASPORTSアクティブ),-,10910,0,,-,,,,,,,,
2010-04-01,-,-,-,エレクトロニック・アーツ,パーソナルトレーナーWii6週間集中ひきしめプログラムレジスタンスバンド・レッグストラップ同梱(EASPORTSアクティブ),-,10911,0,,-,,,,,,,,
2010-04-01,-,-,-,エレクトロニック・アーツ,スポアキミがつくるヒーロー,-,10921,0,,-,,,,,,,,
2010-04-02,31,-,SLG,コーエー,ウイニングポストワールド2010,-,10889,0,,-,,,,,,,,
2010-04-22,-,-,-,バンダイナムコ,ワンピースアンリミテッドクルーズエピソード2目覚める勇者(みんなのおすすめセレクション),-,10701,0,,-,,,,,,,,
2010-04-22,31,-,ACT,バンダイナムコ,アイビィ・ザ・キウィ？,-,10706,0,,-,,,,,,,,
2010-04-22,-,-,-,ハドソン,桃太郎電鉄16北海道大移動の巻！(みんなのおすすめセレクション),-,10810,0,,-,,,,,,,,
2010-04-28,-,-,-,アークシステムワークス,バスフィッシングWiiワールドトーナメント,-,11027,0,,-,,,,,,,,
2010-04-29,-,-,-,任天堂,安藤ケンサク,-,10606,0,,-,,,,,,,,
2010-04-29,-,-,-,ハドソン,ルームズ不思議な動く部屋,-,10780,0,,-,,,,,,,,
2010-05-13,32,-,SPT,エレクトロニック・アーツ,2010FIFAワールドカップ南アフリカ大会(EASPORTS),-,10908,0,,-,,,,,,,,
2010-05-20,34,-,SPT,コナミ,ウイニングイレブンプレーメーカー2010蒼き侍の挑戦,-,10830,0,,-,,,,,,,,
2010-05-27,37,-,ACT,任天堂,スーパーマリオギャラクシー2,-,10607,107,,-,林田宏一//元倉健太,林田宏一,,元倉健太,横田真人|永松亮|近藤浩治,,小泉歓晃|手塚卓志,
2010-05-27,31,-,ACT,ユービーアイソフト,レッドスティール2,-,10973,0,,-,,,,,,,,
2010-05-27,-,-,-,ユービーアイソフト,レッドスティール2(Wiiモーションプラス同梱版),-,10974,0,,-,,,,,,,,
2010-06-10,36,-,RPG,任天堂,ゼノブレイド,-,10608,0,,-,"高橋哲哉 小島幸 横田弦紀//","高橋哲哉 小島幸 横田弦紀",,,"下村陽子 清田愛未 ACE+ 光田康典",,川畑真吾,
2010-06-10,-,-,-,ハドソン,カラオケJOYSOUNDWiiデュエット曲編(専用USBマイク2本同梱版),-,10789,0,,-,,,,,,,,
2010-06-10,-,-,-,ハドソン,カラオケJOYSOUNDWii演歌・歌謡曲編(専用USBマイク同梱版),-,10790,0,,-,,,,,,,,
2010-06-17,-,-,-,THQジャパン,化石モンスタースペクトロブス,-,11043,0,,-,,,,,,,,
2010-06-17,33,-,ACT,アトラス,ホスピタル6人の医師,-,11084,0,,-,,,,,,,,
2010-06-24,30,-,-,バンダイナムコ,SDガンダムガシャポンウォーズ,-,10708,0,,-,,,,,,,,
2010-06-24,-,-,-,バンダイナムコ,SDガンダムガシャポンウォーズ(クラシックコントローラPRO<クロ>パック),-,10709,0,,-,,,,,,,,
2010-07-08,-,-,-,任天堂,Wiiパーティ,-,10609,241,,-,,,,,,,,
2010-07-08,-,-,-,任天堂,Wiiパーティ(Wiiリモコン<シロ>セット),-,10610,0,,-,,,,,,,,
2010-07-08,-,-,-,任天堂,Wiiパーティ(Wiiリモコン<ピンク>セット),-,10611,0,,-,,,,,,,,
2010-07-08,-,-,SPT,ハドソン,デカスポルタ2Wiiでスポーツ10種目！(ハドソン・ザ・ベスト),-,10778,0,,-,,,,,,,,
2010-07-15,35,-,TBL,スクウェア・エニックス,ドラゴンクエストモンスターバトルロードビクトリー,-,10683,34,,-,,,,,,,,
2010-07-15,30,-,-,バンダイナムコ,ウィーチアダンシングスピリッツ！,-,10713,0,,-,,,,,,,,
2010-07-22,31,-,ACT,ハドソン,影の塔,-,10808,0,,-,,,,,小倉久佳,,,
2010-07-29,33,-,ACT,カプコン,戦国BASARA3,-,10877,0,,-,,,,,,,,
2010-07-29,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<シロ>パック,-,10879,0,,-,,,,,,,,
2010-07-29,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<クロ>パック,-,10880,0,,-,,,,,,,,
2010-08-05,-,-,-,ハドソン,テトリスパーティープレミアム,-,10795,0,,-,,,,,,,,
2010-08-26,-,-,-,マイルストーン,トウィンクルクイーン,-,11047,0,,-,,,,,,,,
2010-09-02,35,-,ACT,任天堂,メトロイドアザーエム,-,10612,0,,-,坂本賀勇|早矢仕洋介|細川豪彦//,坂本賀勇|早矢仕洋介|細川豪彦,,,蓜島邦明,坂本賀勇,坂本賀勇|早矢仕洋介,
2010-09-09,-,-,-,カプコン,バイオハザードアンブレラ・クロニクルズ(ベストプライス！),-,10864,0,,-,,,,,,,,
2010-09-09,-,-,-,カプコン,バイオハザード4Wiiエディション(ベストプライス！),-,10866,0,,-,,,,,,,,
2010-09-16,-,-,SPT,ハドソン,デカスポルタ3Wiiでスポーツ10種目！,-,10779,0,,-,,,,,,,,
2010-10-14,36,-,ACT,任天堂,毛糸のカービィ,-,10613,48,,-,,,,,,,,
2010-10-21,-,-,-,任天堂,スーパーマリオコレクション,-,10614,0,,-,手塚卓志/中郷俊彦/日野重文|森直樹|富田聡一郎|臼井健太,手塚卓志,中郷俊彦,日野重文|森直樹|富田聡一郎|臼井健太,近藤浩治,,宮本茂,
2010-10-21,-,-,-,任天堂,スーパーマリオコレクションスペシャルパック,-,10615,0,,-,手塚卓志/中郷俊彦/日野重文|森直樹|富田聡一郎|臼井健太,手塚卓志,中郷俊彦,日野重文|森直樹|富田聡一郎|臼井健太,近藤浩治,,宮本茂,
2010-10-21,-,-,-,バンダイナムコ,みんなで冒険！ファミリートレーナー,-,10741,0,,-,,,,,,,,
2010-10-21,-,-,-,バンダイナムコ,みんなで冒険！ファミリートレーナー(ファミリートレーナー専用マットコントローラ同梱版),-,10751,0,,-,,,,,,,,
2010-10-21,34,-,ACT,マーベラス,ノーモア★ヒーローズ2デスパレート・ストラグル,-,10993,0,,-,市来信高//藤川敬浩|須田知尋|コザキユースケ,市来信高,,藤川敬浩|須田知尋|コザキユースケ,福田淳,須田剛一,和田康宏|木村祥朗,
2010-10-21,-,-,-,マーベラス,ノーモア★ヒーローズ2デスパレート・ストラグルホッパーズエディション,-,10994,0,,-,,,,,,,シライシ紗トリ,
2010-11-11,-,-,-,セガ,ぷよぷよ7スペシャルプライス,-,10666,0,,-,//佐藤陽子,,,佐藤陽子,未知瑠,待田堂子|森田繁|朱白あおい,,
2010-11-11,-,-,-,ハドソン,パーティーゲームボックス100,-,10798,0,,-,,,,,,,,
2010-11-11,-,-,-,タカラトミー,人生ゲームハッピーファミリー,-,10963,0,,-,,,,,,,,
2010-11-18,30,-,ACT,任天堂,たたいて弾むスーパースマッシュボール・プラス,-,10616,106,,-,,,,,,,,
2010-11-18,-,-,-,任天堂,たたいて弾むスーパースマッシュボール・プラス(Wiiリモコンプラス<ピンク>同梱版),-,10617,0,,-,,,,,,,,
2010-11-18,34,-,ACT,セガ,ソニックカラーズ,-,10668,0,,-,岸本守央/川畑嘉貴/岸本守央|川村幸子,岸本守央,川畑嘉貴,岸本守央|川村幸子,"床井健一|大谷智哉|熊谷文恵| 南波真理子|幡谷尚史|小林秀聡",ケン・ポンタック|ウォーレン・グラフ|大竹康師,飯塚隆,
2010-11-18,33,-,SPT,コナミ,ウイニングイレブンプレーメーカー2011,-,10832,0,,-,,,,,,,,
2010-11-18,-,-,-,コーエーテクモ,信長の野望革新withパワーアップキット(コーエーテクモ・ザ・ベスト),-,10897,0,,-,,,,,,,,
2010-11-25,30,-,SPT,任天堂,マリオスポーツミックス,-,10618,65,,-,,,,,,,,
2010-11-25,31,-,ACT,アガツマ・エンタテインメント,アンパンマンにこにこパーティ,-,11124,0,,-,,,,,,,,
2010-12-02,-,-,-,バンダイナムコ,仮面ライダークライマックスヒーローズオーズ,-,10753,0,,-,岡崎元|三浦悠也/柴山賢二|遠矢龍平|吉川智野|安井秀和/,岡崎元|三浦悠也,柴山賢二|遠矢龍平|吉川智野|安井秀和,,本山明燮|芳賀賢,,佐竹伸也,
2010-12-02,32,-,-,バンダイナムコ,太鼓の達人Wiiみんなでパーティ☆3代目！,-,10770,27,,-,,,,,,,,
2010-12-02,-,-,-,バンダイナムコ,太鼓の達人Wiiみんなでパーティ☆3代目！専用コントローラ「太鼓とバチ」同梱版,-,10771,0,,-,,,,,,,,
2010-12-02,-,-,-,タカラトミー,ナルト疾風伝激闘忍者大戦！スペシャル,-,10954,0,,-,,,,,,,,
2010-12-02,31,-,ETC,オフィスクリエイト,ベビーシッターママ,-,11110,0,,-,,,,,,,,
2010-12-09,32,-,ACT,任天堂,ドンキーコングリターンズ,-,10619,95,,-,,,,,,,,
2010-12-09,-,-,-,バンダイナムコ,フィットネスパーティ,-,10747,0,,-,,,,,,,,
2010-12-09,-,-,-,ハドソン,カラオケJOYSOUNDWiiSUPERDXひとりでみんなで歌い放題！,-,10787,0,,-,,,,,,,,
2010-12-09,-,-,-,ハドソン,カラオケJOYSOUNDWiiSUPERDXひとりでみんなで歌い放題！(専用USBマイク同梱版),-,10788,0,,-,,,,,,,,
2010-12-09,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードホット・パースート,-,10934,0,,-,,,,,,,,
2010-12-16,-,-,-,バンダイナムコ,パックマンパーティ,-,10734,0,,-,,,,,,,,
2010-12-16,-,-,-,エレクトロニック・アーツ,ブームブロックス(EABESTHITS),-,10939,0,,-,,,,,,,,
2010-12-16,-,-,-,エレクトロニック・アーツ,モノポリー(EABESTHITS),-,10949,0,,-,,,,,,,,
2010-12-16,-,-,-,ロケットカンパニー,シェイプボクシング2(Wiiでエンジョイダイエット！),-,11078,0,,-,,,,,,,,
2010-12-22,-,-,-,エレクトロニック・アーツ,タイガー・ウッズPGATOUR09ALL-PLAY(EABESTHITS),-,10923,0,,-,,,,,,,,
2010-12-22,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードナイトロ(EABESTHITS),-,10931,0,,-,,,,,,,,
2010-12-23,-,-,-,IEインスティテュート,モムチャンダイエットWiiフィギュアロビクスbyチョン・ダヨン,-,11061,70,,-,,,,,,,,
2010-12-30,-,-,-,マイルストーン,マイルストーンシューティングコレクション2,-,11049,0,,-,,,,,,,,
2011-01-20,-,-,-,ハドソン,桃太郎電鉄2010戦国・維新のヒーロー大集合！の巻(みんなのおすすめセレクション),-,10812,27,,-,,,,,,,,
2011-01-20,-,-,-,コーエーテクモ,戦国無双3(みんなのおすすめセレクション),-,10901,0,,-,,,,,,,,
2011-01-27,38,-,RPG,任天堂,ラストストーリー,-,10620,0,,-,,,,,植松伸夫,坂口博信,,
2011-01-27,-,-,-,任天堂,ラストストーリースペシャルパック(Wii本体同梱版),-,10621,0,,-,,,,,,,,
2011-01-27,-,-,-,ユービーアイソフト,ラビッツ・パーティータイムトラベル,-,10978,0,,-,,,,,,,,
2011-02-10,31,-,ACT,コーエーテクモ,戦国無双3猛将伝,-,10907,0,,-,,,,,,,,
2011-02-24,34,-,SLG,バンダイナムコ,SDガンダムジージェネレーションワールド,-,10710,0,,-,,,,,,,,
2011-02-24,-,-,-,バンダイナムコ,SDガンダムジージェネレーションワールドコレクターズパック,-,10711,0,,-,,,,,,,,
2011-02-24,31,-,ACT,マーベラス,ルーンファクトリーオーシャンズ,-,11001,0,,-,,,,,,,,
2011-03-24,-,-,-,バンダイナムコ,テイルズ・オブ・グレイセス(みんなのおすすめセレクション),-,10727,0,,-,,,,,,,,
2011-03-24,-,-,-,マーベラス,イケニエノヨル,-,10997,0,,-,,,,,,,,
2011-03-24,-,-,-,マーベラス,ルーンファクトリーフロンティア(みんなのおすすめセレクション),-,11004,0,,-,,,,,,,,
2011-04-21,-,-,-,コナミ,遊戯王ファイブディーズデュエルトランサー(デュエルスキャナー同梱),-,10841,0,,-,,,,,,,,
2011-04-21,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズ(ベストプライス！),-,10859,0,,-,,,,,,,,
2011-04-21,-,-,-,ロケットカンパニー,ビリーズブートキャンプ(Wiiでエンジョイダイエット！),-,11079,0,,-,,,,,,,,
2011-05-26,31,-,ACT,任天堂,パンドラの塔君のもとへ帰るまで,-,10622,0,,-,,,,,,,,
2011-06-02,-,-,-,カプコン,戦国BASARA3(ベストプライス！),-,10878,0,,-,,,,,,,,
2011-06-02,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<シロ>パック(ベストプライス！),-,10881,0,,-,,,,,,,,
2011-06-02,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<クロ>パック(ベストプライス！),-,10882,0,,-,,,,,,,,
2011-06-23,-,-,-,角川ゲームス,アースシーカー,-,11119,0,,-,,,,,,,,
2011-06-30,34,-,FPS,任天堂,ゴールデンアイ007,-,10556,0,,-,,,,,,,,
2011-06-30,-,-,-,カプコン,バイオハザード(ベストプライス！),-,10854,0,,-,,,,,,,,
2011-06-30,-,-,-,カプコン,バイオハザード0(ベストプライス！),-,10863,0,,-,,,,,,,,
2011-07-07,-,-,-,任天堂,Wiiリモコンプラスバラエティ,-,10623,0,,-,,,,,,,,
2011-07-07,-,-,-,任天堂,Wiiリモコンプラスバラエティパック(Wiiリモコンプラス<アカ>同梱版),-,10624,0,,-,,,,,,,,
2011-07-16,33,-,SPT,レベルファイブ,イナズマイレブンストライカーズ,-,11087,79,,-,,,,,,,,
2011-07-21,-,-,-,任天堂,みんなのリズム天国,-,10625,0,,-,/正岡隆史/関今日平|竹内高,,正岡隆史,関今日平|竹内高,"つんく♂ 米政美",,,
2011-07-28,-,-,-,ユービーアイソフト,フィット・イン・シックスカラダを鍛える6つの要素,-,10968,148,,-,,,,,,,,
2011-08-04,31,-,ACT,任天堂,ディズニーエピックミッキーミッキーマウスと魔法の筆,-,10626,0,,-,,,,,,,,
2011-08-04,33,-,SPT,バンダイナムコ,ファミリーフィッシング,-,10745,0,,-,,,,,,,,
2011-08-04,-,-,-,バンダイナムコ,ファミリーフィッシングさおコン同梱版,-,10746,0,,-,,,,,,,,
2011-09-01,-,-,-,タカラトミー,人生ゲームハッピーファミリーご当地ネタ増量仕上げ,-,10964,0,,-,,,,,,,,
2011-09-08,30,-,ACT,バンダイナムコ,スーパー戦隊バトルレンジャークロス,-,10721,0,,-,,,,,,,,
2011-09-08,-,-,-,マーベラス,牧場物語やすらぎの樹(ベストコレクション),-,11009,0,,-,,,,,,,,
2011-09-15,-,-,-,スクウェア・エニックス,ドラゴンクエスト25周年記念ファミコン&スーパーファミコンドラゴンクエスト1・2・3,-,10684,39,,-,,,,,,,,
2011-09-22,31,-,ACT,コーエーテクモ,チャンピオンジョッキーギャロップレーサー&ジーワンジョッキー,-,10906,0,,-,,,,,,,,
2011-10-13,30,-,-,任天堂,ジャストダンスWii,-,10627,65,,-,,,,,,,,
2011-10-20,31,-,ACT,バンダイナムコ,ゴーバケーション,-,10705,35,,-,,,,,,,,
2011-10-27,36,-,ACT,任天堂,星のカービィWii,-,10628,69,,-,熊崎信也//,熊崎信也,,,,,,
2011-11-03,32,-,SPT,コナミ,ウイニングイレブンプレーメーカー2012,-,10826,0,,-,,,,,,,,
2011-11-10,32,-,ACT,カプコン,戦国BASARA3宴,-,10883,0,,-,,,,,,,,
2011-11-12,33,-,ACT,ポケモン,ポケパーク2ビヨンド・ザ・ワールド,-,11117,32,,-,,,,,,,,
2011-11-23,40,-,ACT,任天堂,ゼルダの伝説スカイウォードソード,-,10629,34,,-,藤林秀麿/岩脇敏夫|森田和明/小林竜二,藤林秀麿,岩脇敏夫|森田和明,小林竜二,若井淑|藤井志帆|横田真人|はまたけし|近藤浩治,,青沼英二,
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードスペシャルCD付き,-,10630,0,,-,藤林秀麿/岩脇敏夫|森田和明/小林竜二,藤林秀麿,岩脇敏夫|森田和明,小林竜二,若井淑|藤井志帆|横田真人|はまたけし|近藤浩治,,青沼英二,
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードスペシャルCD付き(Wiiリモコンプラス<シロ>セット),-,10631,0,,-,,,,,,,,
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードゼルダ25周年パック,-,10632,0,,-,藤林秀麿/岩脇敏夫|森田和明/小林竜二,藤林秀麿,岩脇敏夫|森田和明,小林竜二,若井淑|藤井志帆|横田真人|はまたけし|近藤浩治,,青沼英二,
2011-11-23,31,-,-,バンダイナムコ,太鼓の達人Wii決定版,-,10764,32,,-,,,,,,,,
2011-11-23,-,-,-,バンダイナムコ,太鼓の達人Wii決定版専用コントローラ「太鼓とバチ」同梱版,-,10765,0,,-,,,,,,,,
2011-12-01,34,-,TBL,スクウェア・エニックス,いただきストリートWii,-,10685,0,,-,,,,,,,,
2011-12-01,-,-,-,バンダイナムコ,仮面ライダークライマックスヒーローズフォーゼ,-,10754,0,,-,岡崎元|三浦悠也/柴山賢二|遠矢龍平|吉川智野|安井秀和/,岡崎元|三浦悠也,柴山賢二|遠矢龍平|吉川智野|安井秀和,,本山明燮|芳賀賢,,佐竹伸也,
2011-12-02,-,-,-,任天堂,Wiiフィットプラス(バランスWiiボード<クロ>セット),-,10599,0,,-,,,,,,,,
2011-12-08,32,-,SPT,任天堂,マリオ&ソニックATロンドンオリンピック,-,10633,0,,-,,,,,,,,
2011-12-08,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードザ・ラン,-,10929,0,,-,,,,,,,,
2011-12-08,31,-,ACT,ユービーアイソフト,マイケル・ジャクソンザ・エクスペリエンス,-,10969,0,,-,,,,,,,,
2011-12-08,-,-,-,ユービーアイソフト,マイケル・ジャクソンザ・エクスペリエンスリミテッドエディション,-,10970,0,,-,//neco(原案)|桂憲一郎|形部一平(コフィンデザイン)|たけはらみのる|形部一平,,,neco(原案)|桂憲一郎|形部一平(コフィンデザイン)|たけはらみのる|形部一平,中山真斗,MAGUS,,
2011-12-15,33,-,PZL,セガ,ぷよぷよ！！20thAnniversary,-,10669,0,,-,,,,,,,,
2011-12-15,30,-,-,バンダイナムコ,いっしょに遊ぼう！ドリームテーマパーク,-,10715,0,,-,,,,,,,,
2011-12-15,-,-,-,バンダイナムコ,いっしょに遊ぼう！ドリームテーマパーク(ファミリートレーナー専用マットコントローラ同梱版),-,10716,0,,-,,,,,,,,
2011-12-22,-,-,-,レベルファイブ,イナズマイレブンストライカーズ2012エクストリーム,-,11088,0,,-,,,,,,,,
2012-01-19,32,-,ETC,任天堂,キキトリック,-,10634,0,,-,,,,,,,,
2012-01-19,-,-,-,カプコン,戦国BASARA2英雄外伝ダブルパック(ベストプライス！),-,10876,0,,-,,,,,,,,
2012-01-26,-,-,-,マーベラス,ルーンファクトリーオーシャンズ(ベストコレクション),-,11002,0,,-,,,,,,,,
2012-04-26,34,-,TBL,任天堂,マリオパーティ9,-,10635,70,,-,,,,,,,,
2012-06-28,34,-,ACT,任天堂,零眞紅の蝶,-,10557,0,,-,,,,,,,,
2012-07-19,-,-,-,任天堂,星のカービィ20周年スペシャルコレクション,-,10636,0,,-,,,,,,,,
2012-07-26,-,-,-,任天堂,ジャストダンスWii2,-,10637,0,,-,,,,,,,,
2012-08-02,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン,-,10686,31,,-,,,,,,,,
2012-08-02,36,-,RPG,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン(WiiUSBメモリー同梱版),-,10687,0,,-,,,,,,,,
2012-08-02,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン(Wii本体パック),-,10688,0,,-,,,,,,,,
2012-11-01,-,-,-,コナミ,ウイニングイレブンプレーメーカー2013,-,10827,0,,-,,,,,,,,
2012-11-29,30,-,ACT,バンダイナムコ,仮面ライダー超クライマックスヒーローズ,-,10756,0,,-,岡崎元|三浦悠也/柴山賢二|遠矢龍平|吉川智野|安井秀和/,岡崎元|三浦悠也,柴山賢二|遠矢龍平|吉川智野|安井秀和,,本山明燮|芳賀賢,,佐竹伸也,
2012-11-29,32,-,-,バンダイナムコ,太鼓の達人Wii超ごうか版,-,10772,63,,-,,,,,,,,
2012-11-29,-,-,-,バンダイナムコ,太鼓の達人Wii超ごうか版専用コントローラ「太鼓とバチ」同梱版,-,10773,0,,-,,,,,,,,
2012-12-13,-,-,-,セガ,ぷよぷよ！！20thAnniversaryスペシャルプライス,-,10670,0,,-,,,,,,,,
2012-12-13,-,-,-,カプコン,戦国BASARA3宴(ベストプライス！),-,10884,0,,-,,,,,,,,
2012-12-20,33,-,SPT,レベルファイブ,イナズマイレブンGOストライカーズ2013,-,11089,0,,-,,,,,,,,
2013-03-28,-,-,-,バンダイナムコ,プリキュアオールスターズぜんいんしゅうごう☆レッツダンス！,-,10748,0,,-,"川口祐幸 / 斉藤学//高橋晃","川口祐幸 / 斉藤学",,高橋晃,高木洋,東堂いづみ,坂下康文,
2013-07-12,-,-,-,スクウェア・エニックス,スカイランダーズスパイロの大冒険スターターパック,-,10692,0,,-,,,,,,,,
2013-09-26,32,-,ADV,スパイク・チュンソフト,ディズニーエピックミッキー2二つの力,-,11113,0,,-,,,,,,,,
2013-12-05,-,-,-,スクウェア・エニックス,ドラゴンクエスト10眠れる勇者と導きの盟友オンライン,-,10689,7,,-,,,,,,,,
2014-08-07,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10690,0,,-,,,,,,,,
2015-04-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10いにしえの竜の伝承オンライン,-,10691,0,,-,,,,,,,,
2012-12-08,36,-,ACT,任天堂,NewスーパーマリオブラザーズU,-,10414,120,,-,竹本聖隆//足助重之|岩本大貴|菅野龍太郎|佐藤真靖,竹本聖隆,,足助重之|岩本大貴|菅野龍太郎|佐藤真靖,横田真人|藤井志帆,,手塚卓志|木村浩之,
2012-12-08,35,-,ACT,任天堂,ニンテンドーランド,-,10423,38,,-,嶋村隆行|山下善一//阪口翼,嶋村隆行|山下善一,,阪口翼,永松亮,,江口勝也,
2012-12-08,37,-,FTG,バンダイナムコ,鉄拳タッグトーナメント2WiiUエディション,-,10468,0,,-,,,,,,,,
2012-12-08,35,-,-,カプコン,モンスターハンター3<トライ>GHDVer.,-,10491,22,,-,,,,,,,,
2012-12-08,-,-,-,カプコン,モンスターハンター3<トライ>GHDVer.WiiUプレミアムセット,-,10492,0,,-,,,,,,,,
2012-12-08,36,-,ACT,ワーナー,バットマンアーカム・シティアーマードエディション,-,10513,0,,-,,,,,,,,
2012-12-08,34,-,ACT,コーエーテクモ,無双オロチ2ハイパー,-,10522,0,,-,,,,,,,,
2012-12-08,35,-,ACT,コーエーテクモ,ニンジャガイデン3レーザーズエッジ,-,10523,0,,-,,,,,,,,
2012-12-08,37,-,ACT,ユービーアイソフト,アサシンクリード3,-,10529,0,,-,,,,,,,,
2012-12-08,34,-,ACT,ユービーアイソフト,ゾンビU,-,10530,0,,-,,,,,,,,
2012-12-08,35,-,SPT,エレクトロニック・アーツ,FIFA13ワールドクラスサッカー,-,10537,0,,-,,,,,,,,
2012-12-08,36,-,RPG,エレクトロニック・アーツ,マスエフェクト3特別版,-,10538,0,,-,,,,,,,,
2012-12-13,30,-,SLG,コーエーテクモ,三國志12,-,10427,0,,-,,,,,,,,
2012-12-20,37,-,-,スクウェア・エニックス,コール・オブ・デューティブラックオプス2<吹き替え版>,-,10502,0,,-,,,,,,,,
2012-12-20,-,-,-,ユービーアイソフト,スポーツコネクション,-,10531,0,,Wiiハンドル対応,,,,,,,,
2012-12-20,-,-,-,D3パブリッシャー,THEファミリーパーティー(SIMPLEシリーズforWiiUVol.1),-,10542,0,,-,,,,,,,,
2013-01-31,35,-,ACT,コーエーテクモ,真・北斗無双,-,10524,0,,-,,,,,,,,
2013-02-21,-,-,-,バンダイナムコ,タンク！タンク！タンク！,-,10469,0,,Wiiハンドル対応,,,,,,,,
2013-03-20,35,-,RCG,エレクトロニック・アーツ,ニード・フォー・スピードモスト・ウォンテッドU,-,10539,0,,Wiiハンドル対応,,,,,,,,
2013-03-28,31,-,ETC,任天堂,ゲーム＆ワリオ,-,10428,6,,-,,,,,,,,
2013-03-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン,-,10505,7,,-,,,,,,,,
