発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1998-11-12,-,-,-,カプコン,カプコンジェネレーション第4集孤高の英雄,-,1539,0,,,,,,,,
1998-11-19,-,-,-,カプコン,七星闘神ガイファードクラウン壊滅作戦,-,1421,0,,,,,,,,
1998-11-19,-,-,-,キッド,シーズン,-,1420,0,,,,,,,,
1998-11-26,-,-,-,TAKUYO,エチュードプロローグ揺れ動く心のかたち,-,1422,0,,,,,,,,
1998-11-26,-,-,-,TEN研究所,SANKYOFEVERS実機シミュレーションVol.3,-,1819,0,,,,,,,,
1998-11-26,-,-,-,ジャレコ,アイドル雀士スーチーパイめちゃ限定版発売5周年(得)パッケージ,-,1596,0,,,,,,,,
1998-11-26,-,-,-,ダイキ,ファインドラブ2ラプソディ,-,1278,0,,,,,,,,
1998-11-26,-,-,-,バンプレスト,ボールディランド,-,1284,0,,,,,,,,
1998-11-26,-,-,-,ローカス,ウィザードリィリルガミンサーガ,-,93,0,,,,,,,,
1998-12-03,-,-,-,TGL,ファーランドサーガ時の道標,-,94,0,,,,,,,,
1998-12-03,-,-,-,カプコン,カプコンジェネレーション第5集格闘家たち,-,1036,0,,,,,,,,
1998-12-03,-,-,-,"コーエー コーエー",ウイニングポスト3プログラム'98,-,1285,0,,,,,,,,
1998-12-03,-,-,-,徳間書店,続初恋物語修学旅行,-,1286,0,,,,,,,,
1998-12-10,-,-,-,キッド,瑠璃色の雪,-,1423,0,,,,,あり,,,
1998-12-10,-,-,-,パイオニアLDC,ノエル3,-,1424,0,,,,,,,,
1998-12-10,-,-,-,マイクロネット,バーチャル麻雀2マイ・フェアー・レディ,-,1597,0,,,,,,,,
1998-12-10,-,-,-,メディアワークス,悠久幻想曲アンサンブル,-,1287,0,,,,,,,,
1998-12-17,-,-,-,彩京,よしもと麻雀倶楽部,-,1598,0,,,,,,,,
1998-12-23,-,-,-,キッド,6インチまいだーりん,-,1425,0,,,,,あり,,,
1998-12-23,-,-,-,ザウス,ガールドールトーイ魂をください,-,1426,0,,,,,,,,
1998-12-23,-,-,-,セガ/レッドカンパニー,サクラ大戦帝撃グラフ,-,1427,0,,,,,,,,
1998-12-23,-,-,-,メサイヤ,ラングリッサートリビュート,-,95,0,,,,,,,,
1999-01-14,-,-,-,データム・ポリスター,ルームメイトWふたり,-,1288,0,,,,,,,筧行夫,
1999-01-14,-,-,-,カマタアンドパートナーズ,闘龍伝説エランドール,-,1037,0,,,,,,,,
1999-02-25,-,-,-,メディアワークス,デバイスレイン,-,96,0,,,,,,,,
1999-03-04,-,-,-,カプコン,ダンジョンズ＆ドラゴンズコレクション,-,1038,0,,,,,,,,
1999-03-04,-,-,-,メディアワークス,悠久幻想曲アンサンブル2,-,1821,0,,,,,,,,
1999-03-04,-,-,-,ビクター,ファルコムクラシックコレクション,-,97,0,,,,,,,,
1999-03-04,-,-,-,セガ,仙劍奇侠傳,-,1838,0,,,,,,,"Max Matsuura",
1999-03-18,-,-,-,キッド,キスより…,-,1289,0,,,,,ジョー山中(第1作)|三浦一年(第2作),小水一男(第1作)|小野寺崇(第2作),,
1999-03-18,-,-,-,ジャレコ,アイドル雀士スーチーパイシークレットアルバム,-,1599,0,,,,,,,,
1999-03-25,30,-,SLG,アスキー,ダービースタリオン,-,1290,0,,,,,,,,
1999-04-01,32,-,-,コナミ,ときめきメモリアルドラマシリーズVol.3旅立ちの詩,-,1428,0,,,,,なし(ゲーム中に自宅のコンポをクリックすると|使用曲の一部は聴ける),,,
1999-04-22,-,-,-,データム・ポリスター,涼子のおしゃべりルーム,-,1822,0,,,,,,,,
1999-04-29,-,-,-,NECインターチャネル,フレンズ青春の輝き,-,1429,0,,,,,有,,,
1999-07-08,-,-,-,カルチャーブレーン,プロ指南麻雀兵,-,1600,0,,,,,,,,
1999-07-29,-,-,-,NECインターチャネル,ウィズユーみつめていたい,-,1430,0,,,,,,,,
1999-08-06,30,-,FTG,カプコン,ストリートファイターZERO3,-,1039,0,,,,,,,,
1999-10-14,-,-,-,セガ,ソニック3Dフリッキーアイランド,-,1040,0,,,,,,,,
2000-03-16,-,-,-,データム・ポリスター,ルームメイト井上涼子コンプリートボックス,-,1291,0,,,,,,,,
2000-03-30,-,-,-,カプコン,ファイナルファイトリベンジ,-,1041,0,,,,飯島哲也,,,,
2000-12-07,-,-,-,メディアワークス,悠久幻想曲保存版パーペチュアルコレクション,-,1292,0,,,,,,,,
